customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
1336-EZFZY,False,Female,False,False,False,4,Month-to-month,False,Mailed check,20.05,83.3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1337-BOZWO,False,Male,False,True,True,18,One year,False,Credit card (automatic),46.4,812.4,False,No phone service,DSL,No,Yes,Yes,No,Yes,No
1338-CECEE,False,Male,False,True,True,41,One year,False,Bank transfer (automatic),68.5,2839.95,True,Yes,DSL,No,Yes,Yes,No,Yes,No
1342-JPNKI,True,Male,False,False,False,10,Month-to-month,True,Bank transfer (automatic),86.05,834.1,True,Yes,Fiber optic,No,No,No,No,Yes,No
1343-EHPYB,True,Male,False,True,False,63,Month-to-month,True,Electronic check,103.4,6603.0,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1345-GKDZZ,False,Male,False,False,True,6,Month-to-month,False,Mailed check,19.55,128.6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1345-ZUKID,False,Male,False,False,False,14,One year,False,Mailed check,19.35,324.8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1346-PJWTK,False,Male,False,True,False,61,Month-to-month,False,Credit card (automatic),94.15,5731.85,True,No,Fiber optic,No,Yes,Yes,Yes,No,Yes
1346-UFHAX,False,Female,False,False,False,13,Month-to-month,True,Credit card (automatic),80.0,1029.35,True,Yes,Fiber optic,Yes,No,No,No,No,No
1347-KTTTA,False,Male,False,True,False,64,One year,True,Credit card (automatic),102.45,6654.1,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1349-WXNGG,True,Male,False,False,False,1,Month-to-month,False,Bank transfer (automatic),20.05,20.05,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1352-HNSAW,False,Female,False,True,True,72,Two year,True,Bank transfer (automatic),115.6,8220.4,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1352-VHKAJ,False,Male,False,True,True,27,Month-to-month,False,Bank transfer (automatic),71.6,1957.1,True,Yes,DSL,No,No,No,Yes,Yes,Yes
1353-GHZOS,False,Male,False,True,False,22,One year,True,Bank transfer (automatic),59.75,1374.35,True,No,DSL,Yes,No,No,No,Yes,No
1353-LJWEM,False,Male,False,False,False,11,Month-to-month,True,Electronic check,60.9,688.5,True,No,DSL,No,Yes,Yes,Yes,No,No
1354-YZFNB,False,Male,False,True,True,4,Two year,False,Credit card (automatic),19.55,68.8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1355-KUSBG,False,Female,False,True,True,7,Month-to-month,False,Electronic check,48.8,349.8,True,Yes,DSL,No,No,No,No,No,No
1356-MKYSK,False,Male,False,False,False,6,Month-to-month,False,Credit card (automatic),78.65,483.3,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes
1357-BIJKI,False,Male,False,True,False,50,One year,True,Electronic check,98.25,4858.7,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1357-MVDOZ,False,Male,False,True,True,11,Month-to-month,True,Bank transfer (automatic),59.65,683.25,True,No,DSL,No,No,Yes,No,Yes,No
1360-JYXKQ,False,Female,True,True,False,54,One year,True,Electronic check,99.1,5437.1,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
1360-RCYRT,False,Male,False,True,True,23,Month-to-month,True,Bank transfer (automatic),30.35,678.75,False,No phone service,DSL,No,No,No,Yes,No,No
1360-XFJMR,False,Female,False,True,False,67,One year,True,Credit card (automatic),109.7,7344.45,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1363-TXLSL,True,Male,True,True,False,1,Month-to-month,True,Electronic check,70.3,70.3,True,No,Fiber optic,No,No,No,No,No,No
1370-GGAWX,False,Female,False,False,False,46,One year,True,Electronic check,94.15,4408.45,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
1371-DWPAZ,False,Female,False,True,True,0,Two year,False,Credit card (automatic),56.05,,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
1371-OJCEK,False,Female,False,False,False,48,One year,False,Bank transfer (automatic),24.35,1133.7,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1371-WEPDS,False,Male,True,True,False,40,One year,False,Electronic check,55.8,2283.3,True,No,DSL,No,No,No,No,No,Yes
1373-ORVIZ,True,Female,False,True,True,11,Month-to-month,True,Electronic check,66.35,740.8,True,Yes,DSL,No,No,No,Yes,No,Yes
1374-DMZUI,True,Female,True,False,False,4,Month-to-month,True,Electronic check,94.3,424.45,True,Yes,Fiber optic,No,No,No,No,Yes,Yes
1376-HHBDV,False,Female,False,False,False,30,Month-to-month,True,Mailed check,48.8,1536.75,True,No,DSL,Yes,No,No,No,No,No
1379-FRVEB,False,Male,False,False,True,15,Month-to-month,True,Electronic check,91.0,1430.05,True,Yes,Fiber optic,No,Yes,No,No,Yes,No
1383-EZRWL,True,Female,False,False,False,7,Month-to-month,False,Mailed check,20.05,164.85,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1384-RCUXW,False,Male,False,False,False,16,Month-to-month,True,Mailed check,80.55,1248.9,True,Yes,Fiber optic,No,Yes,No,No,No,No
1385-TQOZW,False,Female,False,False,False,9,Month-to-month,True,Credit card (automatic),20.45,147.55,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1386-ZIKUV,False,Male,False,False,False,7,Month-to-month,True,Mailed check,18.95,130.55,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1389-CXMLU,True,Male,True,False,False,3,Month-to-month,False,Electronic check,91.05,289.1,True,Yes,Fiber optic,No,No,Yes,No,Yes,No
1389-WNUIB,False,Female,False,True,True,20,One year,False,Bank transfer (automatic),76.0,1588.75,True,Yes,DSL,Yes,No,No,No,Yes,Yes
1391-UBDAR,False,Male,False,False,False,11,Month-to-month,False,Electronic check,72.9,818.45,True,No,Fiber optic,No,No,Yes,No,No,No
1393-IMKZG,False,Female,False,False,False,1,Month-to-month,True,Electronic check,95.85,95.85,True,No,Fiber optic,No,No,No,Yes,Yes,Yes
1394-SUIUH,False,Female,True,True,False,44,Month-to-month,True,Electronic check,85.15,3670.5,True,No,Fiber optic,Yes,Yes,No,Yes,No,No
1395-OFUWC,False,Male,False,True,True,43,Month-to-month,False,Credit card (automatic),29.3,1224.05,False,No phone service,DSL,No,Yes,No,No,No,No
1395-WSWXR,False,Male,False,False,False,24,Two year,False,Mailed check,20.75,487.05,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1396-QWFBJ,True,Female,False,True,True,21,Month-to-month,True,Bank transfer (automatic),74.05,1565.7,True,No,Fiber optic,No,Yes,No,No,No,No
1397-XKKWR,False,Male,False,False,False,7,One year,False,Mailed check,35.3,264.8,False,No phone service,DSL,Yes,No,Yes,No,No,No
1399-OUPJN,False,Female,False,True,True,57,Two year,False,Bank transfer (automatic),19.75,1272.05,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1399-UBQIU,False,Male,False,False,False,11,Month-to-month,True,Electronic check,69.35,712.25,True,No,DSL,No,No,Yes,No,Yes,Yes
1400-MMYXY,True,Male,True,True,False,3,Month-to-month,True,Electronic check,105.9,334.65,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1400-WIVLL,False,Male,False,True,False,57,Two year,False,Electronic check,107.95,5969.85,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
1401-FTHFQ,False,Male,False,True,True,23,One year,True,Credit card (automatic),20.0,445.3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1402-PTHGN,False,Female,False,True,True,18,One year,True,Mailed check,61.5,1087.45,True,No,DSL,Yes,Yes,No,Yes,No,No
1403-GYAFU,False,Male,False,True,True,70,Two year,False,Credit card (automatic),20.05,1360.25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1403-LKLIK,False,Female,False,True,True,33,One year,False,Mailed check,20.1,579.4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1406-PUQVY,False,Male,False,False,True,1,Month-to-month,True,Electronic check,49.9,49.9,True,No,DSL,No,Yes,No,No,No,No
1407-DIGZV,False,Female,False,True,True,3,Two year,False,Mailed check,19.1,52.0,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1409-PHXTF,False,Male,True,True,False,54,Two year,True,Electronic check,110.45,6077.75,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1410-RSCMR,False,Male,False,True,True,7,Month-to-month,True,Credit card (automatic),71.35,515.75,True,No,DSL,Yes,No,Yes,Yes,No,Yes
1414-YADCW,False,Male,False,True,False,70,Two year,False,Bank transfer (automatic),84.6,5706.2,True,No,Fiber optic,Yes,Yes,No,Yes,No,No
1415-YFWLT,True,Female,True,False,False,1,Month-to-month,True,Electronic check,89.3,89.3,True,No,Fiber optic,No,No,No,No,Yes,Yes
1421-HCERK,False,Male,True,True,False,30,Month-to-month,True,Bank transfer (automatic),105.7,3181.8,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
1422-DGUBX,False,Male,False,True,False,32,One year,True,Electronic check,79.25,2619.15,True,Yes,Fiber optic,No,No,No,Yes,No,No
1423-BMPBQ,False,Female,False,True,True,1,Month-to-month,True,Mailed check,19.0,19.0,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1427-VERSM,False,Female,False,True,False,56,Month-to-month,True,Electronic check,98.7,5669.5,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
1428-GTBJJ,True,Male,False,False,False,11,Month-to-month,True,Electronic check,74.55,824.75,True,No,Fiber optic,No,Yes,No,No,No,No
1428-IEDPR,False,Male,False,False,False,52,Two year,True,Electronic check,109.3,5731.4,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
1429-UYJSV,False,Female,False,False,False,12,One year,False,Mailed check,19.7,260.9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1430-SFQSA,False,Male,False,False,False,29,One year,False,Mailed check,35.6,1072.6,False,No phone service,DSL,Yes,No,No,Yes,No,No
1431-AIDJQ,False,Male,False,True,True,33,Two year,False,Credit card (automatic),82.1,2603.1,True,No,DSL,No,Yes,Yes,Yes,Yes,Yes
1431-CYWMH,False,Female,False,True,True,22,Month-to-month,False,Bank transfer (automatic),19.05,454.05,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1432-FPAXX,True,Female,False,False,False,29,Month-to-month,True,Electronic check,30.6,856.35,False,No phone service,DSL,No,Yes,No,No,No,No
1436-ZMJAN,False,Female,False,True,False,10,Month-to-month,True,Credit card (automatic),67.8,653.15,True,No,DSL,No,No,Yes,No,Yes,Yes
1439-LCGVL,False,Female,False,True,False,26,One year,False,Mailed check,19.2,459.6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1442-BQPVU,False,Female,False,False,False,13,Month-to-month,False,Electronic check,29.15,357.15,False,No phone service,DSL,No,Yes,No,No,No,No
1442-OKRJE,False,Male,False,True,True,66,One year,True,Bank transfer (automatic),103.15,7031.3,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1444-VVSGW,True,Male,False,True,False,70,One year,False,Credit card (automatic),115.65,7968.85,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1447-GIQMR,True,Male,False,True,False,1,Month-to-month,True,Electronic check,69.15,69.15,True,No,Fiber optic,No,No,No,No,No,No
1447-PJGGA,True,Female,False,False,False,57,Two year,True,Electronic check,95.25,5464.65,True,No,Fiber optic,No,No,Yes,No,Yes,Yes
1448-CYWKC,False,Female,False,True,True,58,One year,True,Credit card (automatic),105.2,6225.4,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1448-PWKYE,True,Male,False,True,True,1,Month-to-month,False,Electronic check,80.0,80.0,True,No,Fiber optic,No,No,No,No,No,Yes
1449-XQEMT,True,Male,False,False,False,3,Month-to-month,True,Mailed check,19.8,58.15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1450-GALXR,True,Female,False,False,False,10,Month-to-month,True,Electronic check,98.5,1058.25,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
1450-SKCVI,True,Female,False,False,False,56,Month-to-month,True,Electronic check,73.85,4092.85,True,No,Fiber optic,No,Yes,No,No,No,No
1452-KIOVK,False,Male,False,False,True,22,Month-to-month,True,Credit card (automatic),89.1,1949.4,True,Yes,Fiber optic,No,Yes,No,No,Yes,No
1452-UZOSF,False,Male,False,True,True,72,Two year,True,Credit card (automatic),106.1,7548.6,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
1452-VOQCH,False,Male,False,False,False,1,Month-to-month,True,Electronic check,75.1,75.1,True,Yes,Fiber optic,No,No,No,No,No,No
1452-XRSJV,False,Female,False,True,True,39,Month-to-month,False,Credit card (automatic),51.05,2066.0,True,No,DSL,Yes,No,No,No,No,No
1453-RZFON,False,Female,False,False,True,1,Month-to-month,False,Mailed check,49.9,49.9,True,No,DSL,Yes,No,No,No,No,No
1455-ESIQH,True,Male,False,False,False,1,Month-to-month,True,Electronic check,89.1,89.1,True,No,Fiber optic,No,No,No,No,Yes,Yes
1455-HFBXA,False,Male,False,True,False,52,Two year,True,Credit card (automatic),91.6,4627.8,True,Yes,Fiber optic,Yes,No,Yes,Yes,No,No
1455-UGQVH,True,Male,False,True,False,10,Month-to-month,True,Electronic check,98.5,1037.75,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1456-TWCGB,False,Male,False,False,False,4,Month-to-month,False,Mailed check,49.25,208.45,True,No,DSL,No,Yes,No,No,No,No
1459-QNFQT,False,Male,False,True,True,70,Two year,False,Bank transfer (automatic),59.5,4144.8,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
1460-UZPRJ,False,Male,False,True,False,60,Two year,False,Mailed check,19.95,1258.15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1465-LNTLJ,False,Male,True,True,False,8,Month-to-month,True,Credit card (automatic),64.4,581.7,True,No,DSL,No,No,Yes,Yes,No,Yes
1465-VINDH,True,Female,False,True,True,10,Month-to-month,True,Credit card (automatic),102.1,1068.85,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1465-WCZVT,False,Female,False,True,True,3,Month-to-month,False,Mailed check,19.65,60.65,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1468-DEFNC,False,Male,True,True,True,64,Two year,True,Bank transfer (automatic),24.4,1548.65,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1469-LBJQJ,False,Female,False,True,False,66,Month-to-month,True,Electronic check,105.2,6936.85,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1470-PSXNM,False,Male,False,True,True,49,One year,True,Electronic check,93.65,4520.15,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
1471-GIQKQ,False,Female,False,False,False,1,Month-to-month,False,Electronic check,49.95,49.95,True,No,DSL,No,Yes,No,No,No,No
1472-TNCWL,False,Male,False,False,True,36,Month-to-month,True,Electronic check,94.7,3512.5,True,No,Fiber optic,No,Yes,No,No,Yes,Yes
1474-JUWSM,False,Female,False,True,False,58,One year,True,Electronic check,68.4,3972.25,True,Yes,DSL,Yes,No,No,Yes,No,Yes
1475-VWVDO,False,Male,False,False,False,7,Month-to-month,True,Electronic check,74.9,490.55,True,No,Fiber optic,No,No,Yes,No,No,No
1478-VPOAD,False,Female,False,False,False,1,Month-to-month,False,Electronic check,43.8,43.8,True,No,DSL,No,No,No,No,No,No
1480-BKXGA,False,Male,True,True,False,72,Two year,True,Bank transfer (automatic),116.05,8404.9,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1480-IVEVR,False,Male,True,True,False,35,One year,True,Bank transfer (automatic),81.6,2815.25,True,Yes,Fiber optic,No,No,Yes,No,No,No
1481-ZUWZA,True,Male,False,False,False,28,Month-to-month,True,Credit card (automatic),94.5,2659.4,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
1482-OXZSY,False,Male,False,False,False,30,Month-to-month,True,Bank transfer (automatic),100.4,2936.25,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
1485-YDHMM,False,Male,False,True,True,52,Month-to-month,True,Bank transfer (automatic),93.25,4631.7,True,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
1488-PBLJN,False,Female,False,True,True,72,Two year,True,Bank transfer (automatic),116.85,8477.7,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1488-SYSFC,False,Male,False,True,True,31,Month-to-month,True,Electronic check,20.65,702.05,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1492-KGETH,False,Male,False,True,True,70,One year,False,Bank transfer (automatic),78.35,5445.95,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
1492-QGCLU,False,Male,False,True,True,53,Month-to-month,False,Electronic check,85.7,4616.1,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
1493-AMTIE,True,Male,False,False,False,1,Month-to-month,True,Bank transfer (automatic),20.2,20.2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1494-EJZDW,False,Female,False,True,True,10,Two year,False,Mailed check,20.15,220.8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1496-GGSUK,True,Female,True,False,False,1,Month-to-month,True,Mailed check,25.7,25.7,False,No phone service,DSL,No,No,No,No,No,No
1498-DQNRX,False,Female,False,True,False,29,Month-to-month,False,Mailed check,19.85,573.05,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1498-NHTLT,False,Male,False,True,True,59,Two year,True,Electronic check,86.75,5186.0,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1501-SGHBW,True,Male,False,False,False,2,Month-to-month,False,Mailed check,45.85,81.0,True,No,DSL,No,No,No,No,No,No
1502-XFCVR,True,Female,False,False,False,58,One year,True,Electronic check,106.45,6145.85,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1506-YJTYT,False,Male,False,True,True,45,Two year,False,Credit card (automatic),73.85,3371.0,True,Yes,DSL,Yes,Yes,No,Yes,Yes,No
1508-DFXCU,False,Male,False,False,False,12,Month-to-month,True,Electronic check,81.45,912.0,True,No,Fiber optic,No,No,No,No,Yes,No
1513-XNPPH,True,Female,False,False,False,12,Month-to-month,True,Electronic check,89.4,1095.65,True,No,Fiber optic,No,No,Yes,Yes,No,Yes
1518-OMDIK,False,Male,False,True,False,33,Month-to-month,True,Credit card (automatic),44.55,1462.6,True,No,DSL,No,No,No,No,No,No
1518-VOWAV,True,Female,False,False,False,9,Month-to-month,True,Electronic check,74.65,703.55,True,No,DSL,Yes,Yes,No,No,Yes,Yes
1522-VVDMG,True,Male,False,True,True,7,Month-to-month,True,Electronic check,89.75,608.8,True,No,Fiber optic,No,Yes,No,Yes,Yes,No
1525-LNLOJ,False,Male,False,True,True,66,Two year,True,Bank transfer (automatic),63.3,4189.7,True,Yes,DSL,No,No,Yes,No,Yes,No
1527-SXDPN,True,Male,False,True,True,52,Two year,True,Bank transfer (automatic),96.25,4990.25,True,Yes,Fiber optic,No,No,Yes,Yes,No,Yes
1530-ZTDOZ,False,Female,False,True,False,49,Month-to-month,False,Bank transfer (automatic),40.65,2070.75,False,No phone service,DSL,Yes,No,No,No,Yes,No
1534-OULXE,False,Female,False,True,True,61,One year,True,Bank transfer (automatic),49.7,2961.4,True,No,DSL,Yes,No,No,No,No,No
1535-VTJOQ,False,Female,False,False,False,24,Two year,False,Credit card (automatic),25.15,553.0,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1536-HBSWP,False,Female,False,False,False,1,Month-to-month,True,Electronic check,49.9,49.9,True,No,DSL,No,No,No,Yes,No,No
1536-YHDOE,False,Male,False,True,True,17,One year,True,Mailed check,62.1,1096.65,True,Yes,DSL,Yes,No,No,Yes,No,No
1539-LNKHM,False,Female,False,False,False,12,Month-to-month,False,Mailed check,20.4,266.6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1541-ETJZO,True,Male,False,False,False,1,Month-to-month,False,Mailed check,62.05,62.05,True,Yes,DSL,No,No,Yes,Yes,No,No
1543-LLLFT,False,Male,True,True,False,61,One year,True,Mailed check,98.3,6066.55,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
1544-JJMYL,False,Male,False,False,False,27,One year,False,Credit card (automatic),69.35,1927.3,True,No,DSL,Yes,No,Yes,Yes,Yes,No
1545-ACTAS,False,Female,False,True,True,48,One year,True,Bank transfer (automatic),99.7,4977.2,True,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
1545-JFUML,False,Male,False,True,False,71,Two year,True,Electronic check,99.0,6994.6,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
1548-ARAGG,False,Female,False,True,True,4,Month-to-month,True,Mailed check,58.5,224.85,True,Yes,DSL,No,Yes,No,Yes,No,No
1548-FEHVL,False,Male,False,True,False,61,Month-to-month,True,Electronic check,106.2,6375.2,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
1550-EENBN,False,Female,False,False,False,31,Month-to-month,False,Electronic check,104.35,3205.6,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
1550-LOAHA,True,Female,False,True,False,32,Month-to-month,False,Bank transfer (automatic),84.15,2585.95,True,No,Fiber optic,No,Yes,No,No,No,Yes
1552-AAGRX,False,Female,False,False,False,30,Month-to-month,False,Bank transfer (automatic),106.4,3211.9,True,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
1552-CZCLL,False,Female,False,True,True,55,Month-to-month,False,Credit card (automatic),20.0,1087.25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1552-TKMXS,False,Female,False,True,False,42,Month-to-month,False,Credit card (automatic),20.35,869.9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1555-DJEQW,True,Female,False,True,True,70,Two year,True,Bank transfer (automatic),114.2,7723.9,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1555-HAPSU,False,Female,False,True,True,71,Two year,False,Credit card (automatic),23.9,1663.5,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1557-EMYVT,False,Female,False,False,False,43,Two year,False,Credit card (automatic),115.05,4895.1,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1559-DTODC,False,Male,False,False,False,19,Month-to-month,True,Bank transfer (automatic),25.15,468.35,False,No phone service,DSL,No,No,No,No,No,No
1561-BWHIN,False,Male,False,True,True,19,One year,False,Mailed check,19.8,344.5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1563-IWQEX,False,Female,False,False,False,12,Month-to-month,False,Mailed check,19.7,220.35,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1564-HJUVY,False,Male,False,False,False,4,Month-to-month,True,Bank transfer (automatic),63.75,226.2,True,No,DSL,No,Yes,No,Yes,Yes,No
1564-NTYXF,True,Female,True,False,False,13,Month-to-month,True,Electronic check,82.0,1127.2,True,Yes,Fiber optic,No,No,No,No,No,Yes
1565-RHDJD,True,Female,False,False,True,4,Month-to-month,False,Bank transfer (automatic),84.05,333.55,True,Yes,Fiber optic,No,Yes,Yes,No,No,No
1567-DSCIC,True,Male,False,False,False,8,Month-to-month,True,Electronic check,94.0,773.65,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
1568-BEKZM,False,Male,True,True,False,70,Two year,False,Credit card (automatic),90.05,6333.4,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1568-LJSZU,False,Male,False,True,True,68,Two year,True,Credit card (automatic),92.2,6392.85,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1569-TTNYJ,True,Male,False,True,False,5,Month-to-month,True,Electronic check,78.75,412.1,True,Yes,Fiber optic,No,Yes,No,No,No,No
1571-SAVHK,True,Male,False,False,False,12,Month-to-month,True,Mailed check,99.95,1132.75,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
1573-LGXBA,False,Male,False,True,True,57,One year,True,Credit card (automatic),97.55,5598.0,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
1574-DYCWE,False,Female,False,True,True,51,Two year,False,Mailed check,19.95,1028.75,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1575-KRZZE,False,Female,False,False,False,4,Month-to-month,False,Electronic check,55.2,220.65,True,No,DSL,Yes,Yes,No,No,No,No
1576-PFZIW,False,Male,True,True,False,70,Two year,False,Credit card (automatic),105.35,7511.9,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1577-HKTFG,True,Female,False,True,False,30,Month-to-month,False,Bank transfer (automatic),19.65,655.85,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1579-KLYDT,True,Male,False,False,False,7,Month-to-month,True,Electronic check,90.45,593.45,True,Yes,Fiber optic,No,No,Yes,No,Yes,No
1580-BMCMR,False,Male,True,False,False,19,Month-to-month,True,Electronic check,87.3,1637.3,True,No,Fiber optic,Yes,No,No,No,No,Yes
1582-RAFML,True,Male,False,False,False,1,Month-to-month,False,Mailed check,60.1,60.1,True,Yes,DSL,No,Yes,No,Yes,No,No
1583-IHQZE,True,Male,False,False,False,12,Month-to-month,True,Mailed check,112.95,1384.75,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1585-MQSSU,True,Male,False,False,False,17,Month-to-month,False,Mailed check,51.5,900.5,True,No,DSL,No,No,No,Yes,No,No
1587-FKLZB,True,Male,True,True,True,66,Month-to-month,True,Credit card (automatic),99.5,6822.15,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1589-AGTLK,True,Male,False,False,False,3,Month-to-month,True,Electronic check,45.35,141.5,True,No,DSL,No,No,No,No,No,No
1591-MQJTP,False,Male,True,True,False,51,One year,True,Bank transfer (automatic),93.65,4839.15,True,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
1591-NFNLQ,True,Male,False,False,False,51,Month-to-month,False,Credit card (automatic),80.0,4242.35,True,Yes,Fiber optic,No,No,Yes,No,No,No
1591-XWLGB,False,Female,False,True,False,71,Two year,False,Credit card (automatic),19.85,1379.6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1596-BBVTG,True,Male,False,False,False,35,Month-to-month,False,Credit card (automatic),75.35,2636.05,True,Yes,Fiber optic,No,No,No,No,No,No
1596-OQSPS,False,Female,False,False,False,11,Month-to-month,False,Electronic check,51.1,531.15,True,No,DSL,No,Yes,No,No,No,No
1597-FZREH,True,Female,False,False,False,2,Month-to-month,False,Electronic check,76.4,160.8,True,No,DSL,No,No,Yes,Yes,Yes,Yes
1597-LHYNC,True,Female,True,False,False,26,Month-to-month,True,Electronic check,95.0,2497.2,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
1599-EAHXY,False,Male,False,True,True,60,One year,False,Credit card (automatic),23.95,1506.4,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1599-MMYRQ,False,Male,False,True,True,62,One year,True,Credit card (automatic),81.45,4983.05,True,No,Fiber optic,Yes,Yes,No,No,No,No
1600-DILPE,False,Female,False,False,False,12,Month-to-month,True,Bank transfer (automatic),45.0,524.35,True,No,DSL,No,No,No,No,No,No
